Course,Title,A,B,C,D,F,P,N(P),W,I,Number,Professor
FDSC,Food Process Eng,62%,23%,15%,0%,0%,0%,0%,0%,0%,4080,"Cavender, George A"
FDSC,TQM for Food & Pckg Indu,72%,17%,11%,0%,0%,0%,0%,0%,0%,4090,"McGregor, John U."
FDSC,Seminar,85%,15%,0%,0%,0%,0%,0%,0%,0%,4170,"Cothran, Sara Lane"
FDSC,Selected Topics,93%,0%,0%,0%,0%,0%,0%,7%,0%,4200,"Hegler, Carol M"
FDSC,Creative Inquiry-Food Scie,89%,0%,0%,0%,11%,0%,0%,0%,0%,4500,"Dawson, Paul L"
FDSC,Creative Inquiry-Food Scie,75%,0%,13%,0%,0%,0%,0%,0%,13%,4500,"Haley-Zitlin, Vivian J"
FIN,"FIN2010Harris, Joshua W",92%,4%,1.50%,1%,1%,0%,0%,0.50%,0%,2010,"Harris, Joshua W"
FIN,Intro to Personal Finance II,93%,5%,0%,0%,1%,0%,0%,0%,0%,2020,"Harris, Joshua W"
FIN,Risk & Insurance,17%,22%,41%,7%,11%,0%,0%,2%,0%,3040,"McMillan, Kerri D"
FIN,"FIN3050McMillan, Kerri D",24.67%,31.33%,27.33%,5.67%,6.33%,0%,0%,4.67%,0%,3050,"McMillan, Kerri D"
FIN,"FIN3050Zykaj, Blerina",14%,36%,28%,11%,8.50%,0%,0%,3%,0%,3050,"Zykaj, Blerina"
FIN,"FIN3060Franklin, Ramon Tolbert",8.33%,24.33%,28.33%,12.33%,2.67%,0%,0%,22.33%,1.33%,3060,"Franklin, Ramon Tolbert"
FIN,"FIN3060Godbey, Jonathan M",19.50%,41.50%,32%,4%,2%,0%,0%,0.50%,0%,3060,"Godbey, Jonathan M"
FIN,Corporation Finance,44%,44%,11%,0%,1%,0%,0%,0%,0%,3060,"Harris, Joshua W"
FIN,"FIN3060Samdani, Taufique",12%,26.50%,34%,9.50%,5.50%,0%,0%,13%,0%,3060,"Samdani, Taufique"
FIN,"FIN3060Sun, Minxing",18%,40%,28%,6.50%,6.50%,0%,0%,1.50%,0%,3060,"Sun, Minxing"
FIN,"FIN3070Shen, Yannan",42.50%,35.50%,17.50%,2%,1%,0%,0%,1.50%,0%,3070,"Shen, Yannan"
FIN,"FIN3070Springer, Thomas M",34.50%,52.50%,10.50%,1.50%,1%,0%,0%,0%,0%,3070,"Springer, Thomas M"
FIN,"FIN3080Greene, Daniel Thomas",32.50%,38%,19.50%,7%,1.50%,0%,0%,2%,0%,3080,"Greene, Daniel Thomas"
FIN,Fin Inst & Mkts,17%,54%,20%,7%,0%,0%,0%,2%,0%,3080,"Sun, Minxing"
FIN,"FIN3110Li, Fan",35.33%,50.67%,11.33%,0.67%,0.67%,0%,0%,1.33%,0%,3110,"Li, Fan"
FIN,"FIN3110Lockhart, George Brandon",24%,38.50%,23%,7%,5.50%,0%,0%,2%,0%,3110,"Lockhart, George Brandon"
FIN,"FIN3110Wolf, Jack G.",45.50%,23%,17%,8%,2.50%,0%,0%,2.50%,1.50%,3110,"Wolf, Jack G."
FIN,"FIN3110Xu, Weike",21.50%,38%,24%,5.50%,8.50%,0%,0%,2%,0%,3110,"Xu, Weike"
FIN,"FIN3120Dayani, Arash",47.67%,34%,12.67%,1.67%,0.67%,0%,0%,3%,0%,3120,"Dayani, Arash"
FIN,Financial Management II,18%,25%,20%,6%,8%,0%,0%,24%,0%,3120,"Samdani, Taufique"
FIN,"FIN3120Xu, Weike",22%,30.50%,30.50%,7%,8%,0%,0%,2.50%,0%,3120,"Xu, Weike"
FIN,Corporate Valuation,24%,26%,43%,4%,0%,0%,0%,2%,0%,4020,"Morgan, Angela G."
FIN,"FIN4030Intintoli, Vincent James",20%,28.50%,42.50%,5.50%,1.50%,0%,0%,1.50%,0%,4030,"Intintoli, Vincent James"
FIN,Financial Modeling,20%,30%,40%,0%,0%,0%,0%,10%,0%,4040,"Wolf, Jack G."
FIN,"FIN4050Alexander, John C",15%,23%,43%,6.50%,8.50%,0%,0%,5%,0%,4050,"Alexander, John C"
FIN,Mgt of Fin Inst,28%,57%,14%,0%,0%,0%,0%,0%,1%,4080,"Chernykh, Lyudmila A"
FIN,"FIN4110DeVault, Luke Asher",49.50%,34%,16.50%,0%,0%,0%,0%,0%,0%,4110,"DeVault, Luke Asher"
FIN,Real Estate Val,10%,64%,21%,5%,0%,0%,0%,0%,0%,4160,"Blackwood, Bryan T"
FIN,Real Estate Finance,45%,38%,17%,0%,0%,0%,0%,0%,0%,4170,"Shen, Yannan"
FNR,Landscape Ecology / Appal,88%,13%,0%,0%,0%,0%,0%,0%,0%,4700,"Barrett, Russell K"
FNR,Restoration Ecology CI,60%,0%,0%,20%,0%,0%,0%,20%,0%,4700,"Hagan, Althea Simone Hotaling"
FNR,"FNR4700Jachowski, David Scott",77.50%,0%,0%,0%,0%,0%,0%,22.50%,0%,4700,"Jachowski, David Scott"
FNR,Hardwood Silviculture 1,60%,0%,0%,0%,0%,0%,0%,0%,40%,4700,"Peairs, Stephen E"
FNR,Natural Resources Seminar,60%,7%,0%,7%,20%,0%,0%,7%,0%,4990,"Hernandez-Rubio, Lauren Amanda"
FNR,Graduate Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,8080,"Hagan, Althea Simone Hotaling"
FOR,Intro to Forestry,50%,36%,0%,0%,7%,0%,0%,7%,0%,1010,"Peairs, Stephen E"
FOR,Forestry Ecology,47%,33%,15%,5%,0%,0%,0%,0%,0%,2060,"Hagan, Donald L"
FOR,Remote Sensing in Forestr,36%,44%,20%,0%,0%,0%,0%,0%,0%,3080,"Ritter, Brian A"
FOR,Forested Watershed Mgmt,80%,19%,2%,0%,0%,0%,0%,0%,0%,4060,"Hernandez-Rubio, Lauren Amanda"
FOR,Wood and Paper Products,56%,36%,8%,0%,0%,0%,0%,0%,0%,4080,"Hiesl, Patrick"
FOR,Forest Resource Valuation,65%,30%,5%,0%,0%,0%,0%,0%,0%,4180,"Khanal, Puskar"
FOR,GIS for Natural Resources,69%,26%,5%,0%,0%,0%,0%,0%,0%,4340,"Baldwin, Robert Fritz"
FOR,Silviculture,24%,41%,18%,12%,6%,0%,0%,0%,0%,4650,"Wang, Gaofeng G"
FOR,GIS for Natural Resources,80%,20%,0%,0%,0%,0%,0%,0%,0%,6340,"Langlois, Lillie Amanda"
FOR,Fire Ecology and Managem,57%,43%,0%,0%,0%,0%,0%,0%,0%,8120,"Wang, Gaofeng G"
FOR,Invasion Ecology,75%,21%,4%,0%,0%,0%,0%,0%,0%,8220,"Hartshorn, Jessica Ann"
FR,"FR1010Sawyer, Amy Lyn Griffin",63.50%,22.50%,6%,0%,6%,0%,0%,2%,0%,1010,"Sawyer, Amy Lyn Griffin"
FR,Elementary French,26%,39%,17%,4%,9%,0%,0%,4%,0%,1020,"Salces Y Nedeo, Anne Carole"
FR,Elementary French,81%,15%,4%,0%,0%,0%,0%,0%,0%,1020,"Sawyer, Amy Lyn Griffin"
FR,Intermediate French,42%,42%,0%,0%,5%,0%,0%,11%,0%,2010,"De Tholozany, Pauline"
FR,Intermediate French,44%,31%,19%,0%,0%,0%,0%,6%,0%,2010,"Salces Y Nedeo, Anne Carole"
FR,"FR2020Widgren, Kenneth David",58.50%,25.50%,13%,0%,0%,0%,0%,3%,0%,2020,"Widgren, Kenneth David"
FR,French Short Story,88%,8%,0%,4%,0%,0%,0%,0%,0%,3040,"Peebles, Kelly Digby"
FR,Int Fr Con & Comp I,73%,27%,0%,0%,0%,0%,0%,0%,0%,3050,"Widgren, Kenneth David"
FR,Contemp French Civ,69%,31%,0%,0%,0%,0%,0%,0%,0%,3170,"Touya, Eric R"
FR,Fr & Francoph Cinema,80%,7%,7%,0%,7%,0%,0%,0%,0%,4120,"Mai, Joseph H"
FR,French Enlightenment,73%,27%,0%,0%,0%,0%,0%,0%,0%,4200,"De Tholozany, Pauline"
GC,Orientation to G C,0%,0%,0%,0%,0%,94%,4%,2%,0%,1010,"Tonkin, Charles Edward"
GC,"GC1020Bridges, Amanda Wells",71%,20%,3.50%,2.50%,3.50%,0%,0%,0%,0%,1020,"Bridges, Amanda Wells"
GC,Graphic Communications I,58%,26%,11%,2%,2%,0%,0%,0%,3%,1040,"Fox, Michelle Suki Bost"
GC,"GC1050Bridges, Amanda Wells",84%,8%,2.50%,0%,2.50%,0%,0%,2.50%,0%,1050,"Bridges, Amanda Wells"
GC,Graphic Communications II,82%,12%,6%,0%,0%,0%,0%,0%,0%,2070,"Blue, Carl Nelson"
GC,Intro to Web Design and D,83%,13%,3%,0%,3%,0%,0%,0%,0%,2400,"Stevens, William D"
GC,Digital Imaging,60%,23%,15%,0%,0%,0%,0%,3%,0%,3400,"Walker, Erica Black"
GC,Video Campaigns in the Di,78%,11%,0%,0%,0%,0%,0%,11%,0%,3450,"Walker, Erica Black"
GC,Ink and Substrates,52%,33%,13%,0%,0%,0%,0%,2%,0%,3460,"Chang, Shu"
GC,G C Internship I,91%,4%,0%,0%,0%,0%,0%,0%,4%,3500,"O'Hara, Liam Henry"
GC,Media Management in Bra,94%,6%,0%,0%,0%,0%,0%,0%,0%,3730,"Driggs, Jaclyn Kathleen"
GC,Brand Comm Capstone Se,93%,7%,0%,0%,0%,0%,0%,0%,0%,3760,"Hildebrand, Katelyn Mooney"
GC,Junior Seminar in Graphic,93%,5%,0%,0%,0%,0%,0%,2%,0%,3800,"Tonkin, Charles Edward"
GC,Commercial Printing,68%,21%,7%,0%,4%,0%,0%,0%,0%,4400,"Weisenmiller, Eric M."
GC,Current Dev/Trends in Gr C,36%,53%,8%,0%,3%,0%,0%,0%,0%,4440,"O'Hara, Liam Henry"
GC,Plan & Cont Printing Functi,98%,0%,2%,0%,0%,0%,0%,0%,0%,4480,"Woolbright, Nona L"
GC,GC Internship II,86%,14%,0%,0%,0%,0%,0%,0%,0%,4500,"O'Hara, Liam Henry"
GC,Senior Seminar in Graphic,92%,6%,2%,0%,0%,0%,0%,0%,0%,4800,"Tonkin, Charles Edward"
GC,Color Science,79%,14%,7%,0%,0%,0%,0%,0%,0%,4900,"Seymour, John Charles"
GC,Visual Design & Art Directi,67%,17%,17%,0%,0%,0%,0%,0%,0%,4900,"Walker, Erica Black"
GC,3D Printing,88%,0%,0%,0%,0%,0%,0%,13%,0%,4990,"Chang, Shu"
GC,Current Dev in G C,40%,40%,0%,0%,0%,0%,0%,0%,20%,6440,"O'Hara, Liam Henry"
GEN,"GEN3000Lyda, Todd A",88%,10.50%,0.50%,0.50%,0%,0%,0%,0%,0%,3000,"Lyda, Todd A"
GEN,"GEN3000Tsai, Kate Leanne Willingha",29.50%,27%,28%,5.50%,3.50%,0%,0%,7%,0%,3000,"Tsai, Kate Leanne Willingha"
GEN,Molecular & General Gene,50%,27%,9%,0%,14%,0%,0%,0%,0%,3020,"Mason, Jennifer May"
GEN,Molecular Genetics & Gen,30%,36%,28%,0%,0%,0%,0%,6%,0%,4200,"Frugoli, Julia"
GEN,"GEN4210Kanapeckas Metris, Kimberly Lynn",73%,15%,4%,0%,0%,0%,0%,7.50%,0%,4210,"Kanapeckas Metris, Kimberly Lynn"
GEN,Bioinformatics,72%,26%,3%,0%,0%,0%,0%,0%,0%,4400,"Wang, Liangjiang"
GEN,Human Genetics,19%,33%,19%,5%,5%,0%,0%,19%,0%,4700,"Konkel, Miriam Kristine"
GEN,Senior Seminar,92%,0%,0%,8%,0%,0%,0%,0%,0%,4930,"Morris, Meredith Teilhet"
GEN,Senior Seminar,89%,0%,0%,0%,0%,0%,0%,11%,0%,4930,"Sekhon, Rajandeep Singh"
GEN,Bioinformatics,67%,0%,0%,0%,0%,0%,0%,33%,0%,6400,"Wang, Liangjiang"
GEN,Advanced Genetics,73%,27%,0%,0%,0%,0%,0%,0%,0%,8140,"Luo, Hong"
GEN,"GEN8250Sekhon, Rajandeep Singh",0%,0%,0%,0%,0%,100%,0%,0%,0%,8250,"Sekhon, Rajandeep Singh"
GEN,Seminar II,0%,0%,0%,0%,0%,100%,0%,0%,0%,8510,"Sekhon, Rajandeep Singh"
GEN,Regulatory Genomics,80%,0%,0%,0%,0%,0%,0%,20%,0%,8900,"Duren, Zhana"
GEN,"GEN8900Morgante, Fabio",25%,46%,16.50%,0%,0%,0%,0%,12.50%,0%,8900,"Morgante, Fabio"
GEOG,Intro to Geography,31%,40%,17%,3%,9%,0%,0%,0%,0%,1010,"Smith, Christa A."
GEOG,World Regional Geography,36%,41%,11%,10%,1%,0%,0%,0%,0%,1030,"Terry, William Church"
GEOG,Studies in Geography,64%,21%,7%,0%,0%,0%,0%,7%,0%,4010,"Smith, Christa A."
GEOL,"GEOL1010Coulson, Alan B",49%,25%,14.50%,6.50%,2.50%,0%,0%,3.50%,0%,1010,"Coulson, Alan B"
GEOL,"GEOL1010Fidler, Mary Katherine",53.50%,26.50%,15%,3.50%,0.50%,0%,0%,0%,0%,1010,"Fidler, Mary Katherine"
GEOL,Physical Geology,29%,39%,22%,4%,4%,0%,0%,2%,0%,1010,"Lazar, Kelly Best"
GEOL,"GEOL1030Coulson, Alan B",54.18%,31.47%,8.06%,2%,0.94%,0%,0%,3.29%,0%,1030,"Coulson, Alan B"
GEOL,Earth Resources,66%,22%,6%,3%,2%,0%,0%,1%,0%,1120,"Scribner, Emily Don"
GEOL,Earth Resources Lab,51%,38%,8%,2%,1%,0%,0%,0%,0%,1140,"Scribner, Emily Don"
GEOL,"GEOL1200Scribner, Emily Don",66.50%,27.50%,3.50%,0%,0.50%,0%,0%,1%,0%,1200,"Scribner, Emily Don"
GEOL,Earth History,41%,23%,18%,0%,5%,0%,0%,9%,5%,2020,"Coulson, Alan B"
GEOL,Sedimentology & Stratigra,60%,33%,7%,0%,0%,0%,0%,0%,0%,3130,"Pullen, Alexander Thomas"
GEOL,Introduction to Geochemis,57%,36%,7%,0%,0%,0%,0%,0%,0%,3180,"Powell, Brian A."
GEOL,Western U.S. Field Study,83%,17%,0%,0%,0%,0%,0%,0%,0%,3700,"Fidler, Mary Katherine"
GEOL,Envir & Exploration Geoph,54%,38%,0%,0%,0%,0%,0%,8%,0%,4090,"Flinchum, Brady Adams"
GEOL,GIS Applications in Geolog,87%,9%,0%,0%,0%,0%,0%,4%,0%,4210,"Brame, Scott E"
GEOL,Resrch Synthesis II,78%,11%,0%,0%,0%,0%,0%,11%,0%,4920,"Coulson, Alan B"
GEOL,Subsurface Remed Mod,50%,38%,13%,0%,0%,0%,0%,0%,0%,8090,"Falta, Ronald W"
GEOL,Aquifer Systems,60%,40%,0%,0%,0%,0%,0%,0%,0%,8160,"Murdoch, Lawrence C"
GEOL,Geology Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,8610,"Popat, Sudeep"
GER,Elementary German,73%,18%,9%,0%,0%,0%,0%,0%,0%,1010,"King, Oswald Harris"
GER,Elementary German,19%,31%,44%,6%,0%,0%,0%,0%,0%,1020,"Ferrell, J Lee"
GER,Intermediate German,37%,47%,11%,5%,0%,0%,0%,0%,0%,2010,"Stoicea, Gabriela"
GER,Intermediate German,21%,34%,31%,7%,0%,0%,0%,3%,3%,2020,"Schmidt, Johannes"
GER,Brecht in Translation,88%,8%,0%,0%,4%,0%,0%,0%,0%,2600,"King, Oswald Harris"
GER,German Film,50%,40%,10%,0%,0%,0%,0%,0%,0%,4550,"Stoicea, Gabriela"
GRAD,Comprehensive Study,0%,0%,0%,0%,0%,100%,0%,0%,0%,7990,"Croom, Natasha N"
HCC,Measurement & Eval HCC,60%,33%,0%,0%,0%,0%,0%,7%,0%,6400,"Knijnenburg, Bart"
HCC,HatLab Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,9500,"Knijnenburg, Bart"
HCC,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"McNeese, Nathaniel J"
HCG,"Genomics, Ethics & Hlth Po",29%,71%,0%,0%,0%,0%,0%,0%,0%,9050,"Ward, Linda D"
HCG,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"DeLuca, Jane Marie"
HCG,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Sarasua, Sara Moir"
HCG,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Ward, Linda D"
HIST,"HIST1010Baker, Andrew H",50.25%,36%,10.75%,2%,1.50%,0%,0%,0%,0%,1010,"Baker, Andrew H"
HIST,"HIST1010Jeffries, James Bradford",16%,49.50%,24.50%,1%,7%,0%,0%,0.50%,1%,1010,"Jeffries, James Bradford"
HIST,"HIST1010Regan, Amanda Eileen",72%,14.50%,4.50%,4%,4%,0%,0%,1%,0%,1010,"Regan, Amanda Eileen"
HIST,History of the United State,65%,29%,0%,0%,0%,0%,0%,6%,0%,1020,"Bartley, Abel A"
HIST,Environmental History Sur,69%,14%,8%,3%,3%,0%,0%,3%,0%,1240,"Mack, Pamela E"
HIST,The West and the World I,78%,11%,6%,2%,3%,0%,0%,0%,0%,1720,"Wood Seefeldt, Tara Sue"
HIST,The West and the World II,79%,15%,1%,0%,0%,0%,0%,4%,1%,1730,"Marks, Steven G"
HIST,The West and the World II,26%,24%,35%,7%,5%,0%,0%,3%,1%,1730,"Moise, Edwin E"
HIST,Introduction to Public Hist,68%,25%,0%,4%,4%,0%,0%,0%,0%,2140,"Catalano, Joshua Casmir"
HIST,Seminar: The Historian's Cr,41%,35%,12%,0%,6%,0%,0%,6%,0%,2990,"Dunn, Caroline Dunn"
HIST,Industrialism&Progressive,85%,11%,0%,0%,0%,0%,0%,4%,0%,3040,"Grant, H Roger"
HIST,History of Religion in the U,44%,17%,28%,0%,0%,0%,0%,11%,0%,3100,"Jemison, Elizabeth L"
HIST,African American Hist to 1,52%,33%,7%,0%,0%,0%,0%,7%,0%,3110,"Bartley, Abel A"
HIST,American Women,76%,14%,3%,3%,0%,0%,0%,3%,0%,3180,"Hilliard, Christine Ryan"
HIST,Hist of the South II,36%,50%,7%,0%,0%,0%,0%,7%,0%,3240,"Andrew, John R"
HIST,Hist American Transportati,90%,3%,0%,0%,0%,0%,0%,7%,0%,3260,"Grant, H Roger"
HIST,Hist of South Asia 1500-Pr,63%,20%,3%,7%,0%,0%,0%,3%,3%,3350,"Venkatesh, Archana"
HIST,Modern Ireland,72%,16%,9%,0%,3%,0%,0%,0%,0%,3670,"Silvestri, Michael S"
HIST,Medieval History,62%,24%,7%,3%,0%,0%,0%,3%,0%,3700,"Dunn, Caroline Dunn"
HIST,Revolutionary Europe,62%,24%,3%,0%,0%,0%,0%,10%,0%,3750,"Grubb, C Alan"
HIST,Cemetery Project,86%,14%,0%,0%,0%,0%,0%,0%,0%,3890,"Collini, Sara Elizabeth"
HIST,Sports in the Modern Worl,66%,28%,3%,0%,3%,0%,0%,0%,0%,3930,"Venkatesh, Archana"
HIST,Non-Western History,42%,58%,0%,0%,0%,0%,0%,0%,0%,3940,"Hassell, Stephanie N"
HIST,History and Memory,67%,24%,5%,0%,5%,0%,0%,0%,0%,4170,"Seefeldt, William Douglas"
HIST,Medieval Witchcraft,83%,13%,4%,0%,0%,0%,0%,0%,0%,4700,"Wood Seefeldt, Tara Sue"
HIST,Disney Parks,91%,0%,0%,0%,9%,0%,0%,0%,0%,4900,"Barczewski, Stephanie L"
HIST,US War in Afghanistan,45%,18%,27%,0%,0%,0%,0%,0%,9%,4920,"Moise, Edwin E"
HIST,Food and History,69%,23%,8%,0%,0%,0%,0%,0%,0%,4930,"Grubb, C Alan"
HIST,History of Sex Work,67%,11%,11%,0%,6%,0%,0%,6%,0%,4930,"Hilliard, Christine Ryan"
HIST,Israel & Palestine Soc In Fil,75%,8%,0%,0%,17%,0%,0%,0%,0%,4940,"Bein, Amit"
HIST,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,8910,"Meng, Michael L"
HLTH,Introduction to Public Heal,83%,17%,0%,0%,0%,0%,0%,0%,0%,2020,"Tugman, Becky Ann"
HLTH,"HLTH2020Welsh, Ralph Stewart",60.50%,30%,5.50%,0%,2%,0%,0%,0%,2%,2020,"Welsh, Ralph Stewart"
HLTH,Health Care Sys,78%,22%,0%,0%,0%,0%,0%,0%,0%,2030,"Floyd, Sarah Bauer"
HLTH,Health Care Sys,72%,25%,1%,1%,0%,0%,0%,1%,0%,2030,"Staton, Tanya Lee"
HLTH,"HLTH2400Clinkscales, Amelia Beasley",80%,17%,1.50%,0%,1.50%,0%,0%,0%,0%,2400,"Clinkscales, Amelia Beasley"
HLTH,Population Health and Fitn,78%,17%,4%,0%,0%,0%,0%,0%,0%,2500,"Welsh, Ralph Stewart"
HLTH,Medical Terminology & Co,74%,13%,5%,0%,3%,0%,0%,5%,0%,2600,"Atkinson, Karen Wynn"
HLTH,Human Health and Disease,63%,31%,3%,3%,0%,0%,0%,0%,0%,2980,"Tugman, Becky Ann"
HLTH,Infectious Diseases & Expo,86%,14%,0%,0%,0%,0%,0%,0%,0%,3250,"Staton, Tanya Lee"
HLTH,Epidemiology,57%,35%,9%,0%,0%,0%,0%,0%,0%,3800,"Falta, Deborah Alma"
HLTH,Epidemiology,63%,25%,13%,0%,0%,0%,0%,0%,0%,3800,"Zhang, Lu"
HLTH,"HLTH3980Meyer, Kathleen M",46%,54%,0%,0%,0%,0%,0%,0%,0%,3980,"Meyer, Kathleen M"
HLTH,Hlth At-Risk Children & Fa,88%,12%,0%,0%,0%,0%,0%,0%,0%,4110,"Tugman, Becky Ann"
HLTH,Health Sci Internship Prep,87%,8%,5%,0%,0%,0%,0%,0%,0%,4190,"Meyer, Kathleen M"
HLTH,Hlth Science Intern,89%,11%,0%,0%,0%,0%,0%,0%,0%,4200,"Meyer, Kathleen M"
HLTH,"HLTH4310Falta, Deborah Alma",55.50%,44.50%,0%,0%,0%,0%,0%,0%,0%,4310,"Falta, Deborah Alma"
HLTH,Global Health,83%,13%,0%,4%,0%,0%,0%,0%,0%,4700,"Sherry, Julia Caroline"
HLTH,Health Policy Ethics and La,35%,48%,13%,0%,4%,0%,0%,0%,0%,4780,"Spitler, Hugh Donald"
HLTH,Fin Mgmt & Hlth Budg,86%,14%,0%,0%,0%,0%,0%,0%,0%,4790,"Truong, Khoa Dang"
HLTH,Res Eval St Pub Hlth,65%,23%,8%,4%,0%,0%,0%,0%,0%,4900,"Shi, Lu"
HLTH,Res Eval St Pub Hlth,66%,17%,14%,0%,3%,0%,0%,0%,0%,4900,"Witrick, Brian Alex"
HLTH,Aspire to Be Well CI,0%,0%,0%,0%,0%,100%,0%,0%,0%,4970,"Dixon, Chloe Greene"
HLTH,Assess. in Student Health C,0%,0%,0%,0%,0%,100%,0%,0%,0%,4970,"Goree, Jennifer Margaret"
HLTH,Fall Preven Training and Re,0%,0%,0%,0%,0%,100%,0%,0%,0%,4970,"Kemper, Karen A"
HLTH,Population Health and Res,79%,7%,14%,0%,0%,0%,0%,0%,0%,8130,"Cartmell, Kathleen Buford"
HLTH,"HLTH8210Robb, Sara Wagner",80.50%,13.50%,0%,0%,3%,0%,0%,3%,0%,8210,"Robb, Sara Wagner"
HLTH,Quantitative Analy in Hlth I,57%,29%,7%,0%,7%,0%,0%,0%,0%,8310,"Heo, Moonseong"
HLTH,Sem in App Hlth Rsrch & E,0%,0%,0%,0%,0%,100%,0%,0%,0%,8890,"Kalbaugh, Corey Andrew"
HON,Ancient Views of History,85%,15%,0%,0%,0%,0%,0%,0%,0%,2030,"An, Yanming"
HON,Social Entrepreneurship,83%,8%,0%,0%,0%,0%,0%,8%,0%,2050,"Hannon, John Michael"
HON,The Science of Ethics,80%,7%,0%,0%,0%,0%,0%,13%,0%,2060,"Starkey, Charles"
HON,Global History of Slavery,92%,8%,0%,0%,0%,0%,0%,0%,0%,2090,"Hassell, Stephanie N"
HON,Modern Medievalisms,89%,11%,0%,0%,0%,0%,0%,0%,0%,2210,"Watt, Caitlin Grace"
HON,U.S. Black Women Director,79%,7%,0%,0%,0%,0%,0%,14%,0%,2220,"Rogers, Jamie Ann"
HON,Honors Contract-HLTH 240,0%,0%,0%,0%,0%,100%,0%,0%,0%,4000,"Clinkscales, Amelia Beasley"
HON,Honors Contract-ACCT 312,0%,0%,0%,0%,0%,100%,0%,0%,0%,4000,"Knause, Terry Daniel"
HON,Honors Contract-PSYC 383,0%,0%,0%,0%,0%,100%,0%,0%,0%,4000,"Pury, Cynthia L S"
HON,Honors Contract-PSYC 340,0%,0%,0%,0%,0%,100%,0%,0%,0%,4000,"Sanborn, Sarah Mae"
HON,Honors Contract-BIOE 302,0%,0%,0%,0%,0%,80%,20%,0%,0%,4000,"Vertegel, Alexey Alexandrovich"
HORT,Adobe Digital Design,50%,25%,5%,2%,9%,0%,0%,9%,0%,2020,"Lay, Janice Ann"
HORT,Greenhouse Production,42%,38%,21%,0%,0%,0%,0%,0%,0%,2110,"Faust, James Emerson"
HORT,Plant Propagation,20%,40%,29%,3%,6%,0%,0%,3%,0%,4040,"Adelberg, Jeffrey W"
HORT,"HORT4050Adelberg, Jeffrey W",82.50%,8.50%,8.50%,0%,0%,0%,0%,0%,0%,4050,"Adelberg, Jeffrey W"
HORT,Senior Capstone Course,94%,6%,0%,0%,0%,0%,0%,0%,0%,4090,"Vincent, Ellen Anita"
HORT,Weed Management,27%,40%,20%,7%,0%,0%,0%,7%,0%,4330,"Whitwell, Ted"
HORT,Just Fruits,52%,31%,14%,0%,0%,0%,0%,3%,0%,4550,"Melgar Jimenez, Juan Carlos"
HORT,Landscapes + Health,88%,6%,6%,0%,0%,0%,0%,0%,0%,4720,"Vincent, Ellen Anita"
HP,Preservation Studio,85%,8%,8%,0%,0%,0%,0%,0%,0%,8050,"Leifeste, Amalia T"
HP,Case St in Preservation Eng,50%,50%,0%,0%,0%,0%,0%,0%,0%,8280,"Bennett, Craig Miller"
HP,Thesis in Historic Pres,0%,0%,0%,0%,0%,100%,0%,0%,0%,8910,"Marcoux, Jon B"
HPA,Careers in Health Professio,0%,0%,0%,0%,0%,100%,0%,0%,0%,1010,"Williams, Harolynn"
HRD,Leading the Learning Org,73%,14%,5%,0%,9%,0%,0%,0%,0%,8110,"Sims, Cynthia M"
HRD,Organization Development,92%,8%,0%,0%,0%,0%,0%,0%,0%,8250,"Carter, Angela Danielle"
HRD,Organization Development,74%,17%,4%,0%,4%,0%,0%,0%,0%,8250,"Shafer, Starrin Renee"
HRD,Research Concepts,83%,11%,0%,0%,6%,0%,0%,0%,0%,8800,"Manongsong, Ague Mae"
HUM,Studies in Humanities,67%,33%,0%,0%,0%,0%,0%,0%,0%,3090,"Foltz, David Charles"
HUM,Studies in Humanities,87%,9%,4%,0%,0%,0%,0%,0%,0%,3090,"Wakefield, Jennie Elizabeth"
IE,Des Analysis Wrk Sys,38%,53%,7%,1%,1%,0%,0%,0%,0%,2100,"Neyens, David M"
IE,Systems Design I,64%,33%,2%,0%,0%,0%,0%,0%,0%,3010,"Messer, Jeffery B"
IE,Seminar in Industrial Engr,0%,0%,0%,0%,0%,98%,1%,0%,1%,3140,"Kurz, Mary Elizabeth"
IE,"IE3600Isik, Tugce",31.50%,49.50%,14.50%,2%,2%,0%,0%,1%,0%,3600,"Isik, Tugce"
IE,Industrial App of Prob/Stat,23%,51%,11%,9%,5%,0%,0%,2%,0%,3610,"Neyens, David M"
IE,Deterministic Operations R,59%,22%,15%,4%,0%,0%,0%,0%,0%,3800,"Song, Yongjia"
IE,Probabilistic Operations Rs,13%,19%,23%,15%,23%,0%,0%,6%,0%,3810,"Khademi, Amin"
IE,"IE3840Melloy, Brian J",31%,28.50%,24.50%,8.50%,2%,0%,0%,5.50%,0%,3840,"Melloy, Brian J"
IE,Production Planning & Con,70%,15%,10%,2%,3%,0%,0%,0%,0%,3860,"Sharkey, Thomas Christos"
